customer_id,name,email,signup_date,region,is_active
CUS000039,Customer 39,cus000039@example.com,2024-02-13,South,True
CUS000040,Customer 40,cus000040@example.com,2023-06-13,South,True
CUS000041,Customer 41,cus000041@example.com,2022-01-15,North,False
CUS000042,Customer 42,cus000042@example.com,2022-08-20,East,True
CUS000043,Customer 43,cus000043@example.com,2023-04-24,East,False
CUS000044,Customer 44,cus000044@example.com,2022-04-27,North,False
CUS000045,Customer 45,cus000045@example.com,2024-03-26,East,False
CUS000046,Customer 46,cus000046@example.com,2021-03-19,West,False
CUS000047,Customer 47,cus000047@example.com,2023-05-23,North,False
CUS000048,Customer 48,cus000048@example.com,2022-05-31,West,False
CUS000049,Customer 49,cus000049@example.com,2023-06-14,North,False
CUS000050,Customer 50,cus000050@example.com,2021-09-08,East,False
CUS000051,Customer 51,cus000051@example.com,2024-01-16,East,True
CUS000052,Customer 52,cus000052@example.com,2021-08-19,South,True
CUS000053,Customer 53,cus000053@example.com,2022-12-27,Central,False
CUS000054,Customer 54,cus000054@example.com,2022-12-31,West,False
CUS000055,Customer 55,cus000055@example.com,2022-03-26,South,True
CUS000056,Customer 56,cus000056@example.com,2024-01-14,Central,False
CUS000057,Customer 57,cus000057@example.com,2022-04-13,North,True
CUS000058,Customer 58,cus000058@example.com,2022-06-25,East,True
CUS000059,Customer 59,cus000059@example.com,2022-01-03,Central,True
CUS000060,Customer 60,cus000060@example.com,2023-11-19,East,False
CUS000061,Customer 61,cus000061@example.com,2022-10-13,North,True
CUS000062,Customer 62,cus000062@example.com,2021-04-30,South,True
CUS000063,Customer 63,cus000063@example.com,2023-03-29,East,True
CUS000064,Customer 64,cus000064@example.com,2022-02-16,East,False
CUS000065,Customer 65,cus000065@example.com,2023-08-29,Central,False
CUS000066,Customer 66,cus000066@example.com,2021-11-11,West,True
CUS000067,Customer 67,cus000067@example.com,2023-12-08,West,True
CUS000068,Customer 68,cus000068@example.com,2023-02-03,Central,False
CUS000069,Customer 69,cus000069@example.com,2021-02-07,Central,True
CUS000070,Customer 70,cus000070@example.com,2022-09-21,Central,True
CUS000071,Customer 71,cus000071@example.com,2023-11-24,South,True
CUS000072,Customer 72,cus000072@example.com,2022-11-15,Central,False
CUS000073,Customer 73,cus000073@example.com,2022-01-24,South,False
CUS000074,Customer 74,cus000074@example.com,2021-10-02,West,True
CUS000075,Customer 75,cus000075@example.com,2023-09-11,West,False
CUS000076,Customer 76,cus000076@example.com,2024-01-06,South,True
CUS000077,Customer 77,cus000077@example.com,2021-12-02,North,True
CUS000078,Customer 78,cus000078@example.com,2021-01-05,East,True
CUS000079,Customer 79,cus000079@example.com,2021-11-12,Central,True
CUS000080,Customer 80,cus000080@example.com,2023-09-20,North,True
CUS000081,Customer 81,cus000081@example.com,2021-08-29,East,False
CUS000082,Customer 82,cus000082@example.com,2023-11-29,South,False
CUS000083,Customer 83,cus000083@example.com,2024-04-13,East,True
CUS000084,Customer 84,cus000084@example.com,2023-10-11,East,False
CUS000085,Customer 85,cus000085@example.com,2022-10-28,West,False
CUS000086,Customer 86,cus000086@example.com,2023-10-08,West,False
CUS000087,Customer 87,cus000087@example.com,2022-03-27,East,False
CUS000088,Customer 88,cus000088@example.com,2023-02-21,South,True
CUS000089,Customer 89,cus000089@example.com,2021-09-19,West,False
CUS000090,Customer 90,cus000090@example.com,2022-06-30,West,False
CUS000091,Customer 91,cus000091@example.com,2022-04-25,East,True
CUS000092,Customer 92,cus000092@example.com,2022-08-25,Central,False
CUS000093,Customer 93,cus000093@example.com,2024-01-31,East,False
CUS000094,Customer 94,cus000094@example.com,2023-10-11,Central,True
CUS000095,Customer 95,cus000095@example.com,2021-05-03,West,True
CUS000096,Customer 96,,2024-02-19,East,True
CUS000097,Customer 97,cus000097@example.com,2023-04-30,West,False
CUS000098,Customer 98,cus000098@example.com,2022-03-27,North,False
CUS000099,Customer 99,cus000099@example.com,2023-07-26,Central,False
CUS000100,Customer 100,cus000100@example.com,2024-02-13,South,True
CUS000101,Customer 101,cus000101@example.com,2022-03-26,West,True
CUS000102,Customer 102,cus000102@example.com,2022-09-26,North,False
CUS000103,Customer 103,cus000103@example.com,2024-02-20,South,True
CUS000104,Customer 104,cus000104@example.com,2021-04-02,South,True
CUS000105,Customer 105,cus000105@example.com,2022-11-30,East,False
CUS000106,Customer 106,cus000106@example.com,2023-09-28,East,False
CUS000107,Customer 107,cus000107@example.com,2021-02-14,West,False
CUS000108,Customer 108,cus000108@example.com,2022-02-12,East,False
CUS000109,Customer 109,cus000109@example.com,2022-09-15,South,True
CUS000110,Customer 110,cus000110@example.com,2023-11-09,Central,False
CUS000111,Customer 111,cus000111@example.com,2023-11-10,Central,False
CUS000112,Customer 112,cus000112@example.com,2023-01-08,South,True
CUS000113,Customer 113,cus000113@example.com,2021-12-24,East,False
CUS000114,Customer 114,cus000114@example.com,2022-03-16,North,False
CUS000115,Customer 115,cus000115@example.com,2023-12-15,South,True
CUS000116,Customer 116,cus000116@example.com,2023-09-28,South,False
CUS000117,Customer 117,cus000117@example.com,2023-12-27,Central,True
CUS000118,Customer 118,cus000118@example.com,2021-11-10,South,True
CUS000119,Customer 119,cus000119@example.com,2024-03-19,North,True
CUS000120,Customer 120,cus000120@example.com,2022-01-02,South,False
CUS000121,Customer 121,cus000121@example.com,2021-09-20,West,True
CUS000122,Customer 122,cus000122@example.com,2022-01-16,South,False
CUS000123,Customer 123,cus000123@example.com,2024-01-24,North,False
CUS000124,Customer 124,cus000124@example.com,2024-01-17,North,False
CUS000125,Customer 125,cus000125@example.com,2022-10-27,South,True
CUS000126,Customer 126,cus000126@example.com,2022-12-24,Central,False
CUS000127,Customer 127,cus000127@example.com,2023-10-28,South,True
CUS000128,Customer 128,cus000128@example.com,2021-12-16,South,True
CUS000129,Customer 129,cus000129@example.com,2023-02-02,South,False
CUS000130,Customer 130,cus000130@example.com,2023-01-14,South,False
CUS000131,Customer 131,cus000131@example.com,2024-02-19,Central,False
CUS000132,Customer 132,cus000132@example.com,2022-02-05,North,True
CUS000133,Customer 133,cus000133@example.com,2021-11-20,North,True
CUS000134,Customer 134,cus000134@example.com,2023-05-27,North,True
CUS000135,Customer 135,cus000135@example.com,2022-07-05,East,False
CUS000136,Customer 136,cus000136@example.com,2023-08-01,East,False
CUS000137,Customer 137,cus000137@example.com,2021-10-22,Central,True
CUS000138,Customer 138,cus000138@example.com,2021-04-09,Central,False
CUS000139,Customer 139,cus000139@example.com,2021-06-11,West,False
CUS000140,Customer 140,cus000140@example.com,2023-12-13,Central,True
CUS000141,Customer 141,cus000141@example.com,2021-06-14,Central,True
CUS000142,Customer 142,cus000142@example.com,2024-03-01,North,False
CUS000143,Customer 143,cus000143@example.com,2023-07-25,Central,False
CUS000144,Customer 144,cus000144@example.com,2022-10-15,South,True
CUS000145,Customer 145,cus000145@example.com,2024-01-01,East,True
CUS000146,Customer 146,cus000146@example.com,2021-05-26,Central,True
CUS000147,Customer 147,cus000147@example.com,2022-11-17,South,False
CUS000148,Customer 148,cus000148@example.com,2023-08-18,South,False
CUS000149,Customer 149,cus000149@example.com,2022-10-03,West,True
CUS000150,Customer 150,cus000150@example.com,2023-06-18,South,True
CUS000151,Customer 151,cus000151@example.com,2023-09-16,Central,True
CUS000152,Customer 152,cus000152@example.com,2021-03-11,Central,False
CUS000153,Customer 153,cus000153@example.com,2023-12-04,East,False
CUS000154,Customer 154,cus000154@example.com,2024-04-03,North,False
CUS000155,Customer 155,cus000155@example.com,2023-12-23,North,False
CUS000156,Customer 156,cus000156@example.com,2024-02-10,South,False
CUS000157,Customer 157,cus000157@example.com,2021-08-05,West,False
CUS000158,Customer 158,cus000158@example.com,2021-04-15,East,True
CUS000159,Customer 159,cus000159@example.com,2021-06-23,East,True
CUS000160,Customer 160,cus000160@example.com,2024-02-26,North,False
CUS000161,Customer 161,cus000161@example.com,2023-08-15,Central,True
CUS000162,Customer 162,cus000162@example.com,2022-01-25,West,True
CUS000163,Customer 163,cus000163@example.com,2021-05-15,East,True
CUS000164,Customer 164,,2021-03-31,West,False
CUS000165,Customer 165,cus000165@example.com,2024-01-25,South,True
CUS000166,Customer 166,cus000166@example.com,2022-12-22,South,False
CUS000167,Customer 167,cus000167@example.com,2021-01-31,West,False
CUS000168,Customer 168,cus000168@example.com,2022-01-01,South,True
CUS000169,Customer 169,cus000169@example.com,2022-11-22,West,False
CUS000170,Customer 170,cus000170@example.com,2023-08-17,North,True
CUS000171,Customer 171,cus000171@example.com,2021-09-24,Central,True
CUS000172,Customer 172,cus000172@example.com,2021-11-02,East,True
CUS000173,Customer 173,cus000173@example.com,2021-01-04,West,True
CUS000174,Customer 174,cus000174@example.com,2023-05-08,Central,False
CUS000175,Customer 175,cus000175@example.com,2021-02-13,East,True
CUS000176,Customer 176,cus000176@example.com,2022-09-15,Central,True
CUS000177,Customer 177,cus000177@example.com,2021-02-28,East,True
CUS000178,Customer 178,cus000178@example.com,2022-05-12,West,True
CUS000179,Customer 179,cus000179@example.com,2023-09-07,North,True
CUS000180,Customer 180,cus000180@example.com,2022-09-30,South,False
CUS000181,Customer 181,cus000181@example.com,2022-08-29,South,False
CUS000182,Customer 182,not-an-email,2021-09-06,North,True
CUS000183,Customer 183,cus000183@example.com,2021-05-20,West,False
CUS000184,Customer 184,cus000184@example.com,2022-09-02,East,False
CUS000185,Customer 185,cus000185@example.com,2022-08-31,East,True
CUS000186,Customer 186,cus000186@example.com,2022-02-23,South,False
CUS000187,Customer 187,cus000187@example.com,2023-04-07,South,False
CUS000188,Customer 188,cus000188@example.com,2023-02-28,South,False
CUS000189,Customer 189,cus000189@example.com,2024-01-30,East,False
CUS000190,Customer 190,cus000190@example.com,2023-07-16,South,True
CUS000191,Customer 191,cus000191@example.com,2022-02-05,East,True
CUS000192,Customer 192,cus000192@example.com,2021-09-14,West,False
CUS000193,Customer 193,cus000193@example.com,2022-09-21,North,False
CUS000194,Customer 194,cus000194@example.com,2022-04-08,Central,False
CUS000195,Customer 195,cus000195@example.com,2023-11-03,East,False
CUS000196,Customer 196,cus000196@example.com,2021-01-28,West,False
CUS000197,Customer 197,cus000197@example.com,2023-01-16,South,False
CUS000198,Customer 198,cus000198@example.com,2021-03-01,North,True
CUS000199,Customer 199,cus000199@example.com,2023-03-18,West,True
CUS000200,Customer 200,cus000200@example.com,2021-03-05,Central,True
CUS000201,Customer 201,cus000201@example.com,2023-03-26,North,False
CUS000202,Customer 202,cus000202@example.com,2021-07-21,West,True
CUS000203,Customer 203,cus000203@example.com,2021-07-18,North,False
CUS000204,Customer 204,cus000204@example.com,2023-04-28,North,True
CUS000205,Customer 205,cus000205@example.com,2024-02-10,West,False
CUS000206,Customer 206,cus000206@example.com,2022-12-11,South,True
CUS000207,Customer 207,cus000207@example.com,2021-07-23,Central,False
CUS000208,Customer 208,cus000208@example.com,2021-02-12,West,False
CUS000209,Customer 209,cus000209@example.com,2023-10-17,North,False
CUS000210,Customer 210,cus000210@example.com,2021-04-07,West,True
CUS000211,Customer 211,cus000211@example.com,2024-01-22,Central,True
CUS000212,Customer 212,cus000212@example.com,2021-12-12,North,True
CUS000213,Customer 213,cus000213@example.com,2022-06-13,West,True
CUS000214,Customer 214,cus000214@example.com,2021-06-05,West,True
CUS000215,Customer 215,cus000215@example.com,2022-10-16,West,False
CUS000216,Customer 216,cus000216@example.com,2023-12-09,South,False
CUS000217,Customer 217,cus000217@example.com,2022-05-31,Central,False
CUS000218,Customer 218,cus000218@example.com,2022-06-18,South,False
CUS000219,Customer 219,cus000219@example.com,2022-09-25,East,False
CUS000220,Customer 220,cus000220@example.com,2021-01-04,South,False
CUS000221,Customer 221,cus000221@example.com,2021-09-09,East,False
CUS000222,Customer 222,cus000222@example.com,2023-02-10,North,False
CUS000223,Customer 223,cus000223@example.com,2023-07-17,Central,False
CUS000224,Customer 224,cus000224@example.com,2022-12-31,West,False
CUS000225,Customer 225,cus000225@example.com,2021-01-21,East,False
CUS000226,Customer 226,cus000226@example.com,2022-08-26,Central,True
CUS000227,Customer 227,cus000227@example.com,2022-06-20,West,False
CUS000228,Customer 228,cus000228@example.com,2022-06-12,North,True
CUS000229,Customer 229,cus000229@example.com,2021-12-28,North,False
CUS000230,Customer 230,cus000230@example.com,2024-01-11,West,True
CUS000231,Customer 231,cus000231@example.com,2021-04-22,East,True
CUS000232,Customer 232,cus000232@example.com,2021-08-27,North,True
CUS000233,Customer 233,cus000233@example.com,2023-03-06,North,True
CUS000234,Customer 234,cus000234@example.com,2021-02-19,East,False
CUS000235,Customer 235,cus000235@example.com,2023-06-23,South,True
CUS000236,Customer 236,cus000236@example.com,2024-01-04,South,False
CUS000237,Customer 237,cus000237@example.com,2024-03-21,West,False
CUS000238,Customer 238,cus000238@example.com,2021-01-02,East,True
CUS000239,Customer 239,cus000239@example.com,2022-07-07,West,True
CUS000240,Customer 240,cus000240@example.com,2022-08-28,North,True
CUS000241,Customer 241,cus000241@example.com,2023-01-07,West,True
CUS000242,Customer 242,not-an-email,2024-03-27,North,False
CUS000243,Customer 243,cus000243@example.com,2022-06-09,North,False
CUS000244,Customer 244,cus000244@example.com,2024-01-19,North,True
CUS000245,Customer 245,cus000245@example.com,2021-10-09,South,True
CUS000246,Customer 246,cus000246@example.com,2021-09-03,West,False
CUS000247,Customer 247,cus000247@example.com,2022-01-27,South,True
CUS000248,Customer 248,cus000248@example.com,2021-10-05,Central,False
CUS000249,Customer 249,cus000249@example.com,2021-04-11,Central,False
CUS000250,Customer 250,cus000250@example.com,2022-07-20,West,True
CUS000251,Customer 251,cus000251@example.com,2023-07-20,West,True
CUS000252,Customer 252,cus000252@example.com,2023-04-29,North,False
CUS000253,Customer 253,cus000253@example.com,2021-04-07,North,False
CUS000254,Customer 254,cus000254@example.com,2022-02-17,South,True
CUS000255,Customer 255,cus000255@example.com,2021-02-26,East,True
CUS000256,Customer 256,cus000256@example.com,2023-04-24,East,True
CUS000257,Customer 257,cus000257@example.com,2024-03-25,West,False
CUS000258,Customer 258,cus000258@example.com,2022-12-02,East,True
CUS000259,Customer 259,cus000259@example.com,2023-12-11,East,False
CUS000260,Customer 260,cus000260@example.com,2021-02-12,West,False
CUS000261,Customer 261,cus000261@example.com,2021-03-22,West,True
CUS000262,Customer 262,cus000262@example.com,2021-09-04,East,True
CUS000263,Customer 263,cus000263@example.com,2022-04-07,South,False
CUS000264,Customer 264,cus000264@example.com,2021-01-19,North,True
CUS000265,Customer 265,cus000265@example.com,2022-12-21,South,False
CUS000266,Customer 266,cus000266@example.com,2021-09-28,South,False
CUS000267,Customer 267,cus000267@example.com,2022-08-10,West,False
CUS000268,Customer 268,cus000268@example.com,2023-03-24,West,False
CUS000269,Customer 269,cus000269@example.com,2024-03-19,West,False
CUS000270,Customer 270,cus000270@example.com,2022-05-05,East,True
CUS000271,Customer 271,cus000271@example.com,2022-01-18,North,False
CUS000272,Customer 272,cus000272@example.com,2022-04-07,East,False
CUS000273,Customer 273,cus000273@example.com,2022-07-16,East,True
CUS000274,Customer 274,cus000274@example.com,2023-08-10,East,True
CUS000275,Customer 275,cus000275@example.com,2023-11-13,West,False
CUS000276,Customer 276,cus000276@example.com,2022-07-28,North,True
CUS000277,Customer 277,cus000277@example.com,2022-10-29,Central,False
CUS000278,Customer 278,cus000278@example.com,2022-07-08,North,False
CUS000279,Customer 279,cus000279@example.com,2022-07-15,West,False
CUS000280,Customer 280,cus000280@example.com,2021-06-02,Central,True
CUS000281,Customer 281,cus000281@example.com,2021-01-17,South,False
CUS000282,Customer 282,cus000282@example.com,2023-04-08,Central,True
CUS000283,Customer 283,not-an-email,2021-04-23,North,True
CUS000284,Customer 284,cus000284@example.com,2021-02-08,North,False
CUS000285,Customer 285,not-an-email,2021-08-10,West,True
CUS000286,Customer 286,cus000286@example.com,2021-11-16,West,True
CUS000287,Customer 287,cus000287@example.com,2023-07-17,North,True
CUS000288,Customer 288,cus000288@example.com,2023-10-29,West,False
CUS000289,Customer 289,cus000289@example.com,2021-07-17,West,False
CUS000290,Customer 290,cus000290@example.com,2022-09-18,West,True
CUS000291,Customer 291,cus000291@example.com,2022-01-16,North,True
CUS000292,Customer 292,cus000292@example.com,2021-04-12,East,True
CUS000293,Customer 293,not-an-email,2021-01-15,East,True
CUS000294,Customer 294,cus000294@example.com,2021-06-27,West,False
CUS000295,Customer 295,cus000295@example.com,2022-01-01,Central,True
CUS000296,Customer 296,cus000296@example.com,2021-10-11,West,False
CUS000297,Customer 297,cus000297@example.com,2021-11-03,Central,False
CUS000298,Customer 298,cus000298@example.com,2023-10-19,Central,True
CUS000299,Customer 299,cus000299@example.com,2022-02-22,Central,True
CUS000300,Customer 300,cus000300@example.com,2022-02-07,West,True
CUS000301,Customer 301,cus000301@example.com,2021-07-26,Central,False
CUS000302,Customer 302,cus000302@example.com,2021-09-03,South,True
CUS000303,Customer 303,cus000303@example.com,2021-02-17,West,False
CUS000304,Customer 304,cus000304@example.com,2024-01-21,East,True
CUS000305,Customer 305,cus000305@example.com,2022-04-16,East,True
CUS000306,Customer 306,cus000306@example.com,2023-11-28,South,False
CUS000307,Customer 307,cus000307@example.com,2024-01-29,North,True
CUS000308,Customer 308,cus000308@example.com,2021-11-26,West,False
CUS000309,Customer 309,cus000309@example.com,2023-04-13,West,True
CUS000310,Customer 310,cus000310@example.com,2021-02-20,Central,True
CUS000311,Customer 311,,2021-10-02,East,True
CUS000312,Customer 312,cus000312@example.com,2022-08-26,South,False
CUS000313,Customer 313,cus000313@example.com,2023-08-15,North,False
CUS000314,Customer 314,cus000314@example.com,2021-09-03,Central,False
CUS000315,Customer 315,,2021-09-08,East,True
CUS000316,Customer 316,cus000316@example.com,2021-08-04,South,True
CUS000317,Customer 317,cus000317@example.com,2021-12-31,West,False
CUS000318,Customer 318,cus000318@example.com,2022-02-03,West,True
CUS000319,Customer 319,cus000319@example.com,2021-03-09,Central,True
CUS000320,Customer 320,cus000320@example.com,2023-04-05,North,True
CUS000321,Customer 321,cus000321@example.com,2022-12-09,West,True
CUS000322,Customer 322,not-an-email,2021-09-20,South,False
CUS000323,Customer 323,cus000323@example.com,2023-03-16,Central,False
CUS000324,Customer 324,cus000324@example.com,2023-10-02,East,False
CUS000325,Customer 325,cus000325@example.com,2021-03-11,North,True
CUS000326,Customer 326,cus000326@example.com,2021-09-02,North,True
CUS000327,Customer 327,cus000327@example.com,2023-09-20,North,False
CUS000328,Customer 328,cus000328@example.com,2021-12-13,East,True
CUS000329,Customer 329,cus000329@example.com,2023-05-06,East,False
CUS000330,Customer 330,cus000330@example.com,2023-04-13,Central,True
CUS000331,Customer 331,cus000331@example.com,2022-03-22,North,False
CUS000332,Customer 332,cus000332@example.com,2021-02-21,South,True
CUS000333,Customer 333,cus000333@example.com,2022-12-27,South,True
CUS000334,Customer 334,cus000334@example.com,2021-06-22,East,True
CUS000335,Customer 335,cus000335@example.com,2021-08-28,Central,True
CUS000336,Customer 336,cus000336@example.com,2023-12-19,South,True
CUS000337,Customer 337,cus000337@example.com,2021-05-15,South,False
CUS000338,Customer 338,cus000338@example.com,2021-09-25,South,True
CUS000339,Customer 339,cus000339@example.com,2023-12-06,West,True
CUS000340,Customer 340,cus000340@example.com,2023-12-27,West,False
CUS000341,Customer 341,cus000341@example.com,2021-01-25,East,False
CUS000342,Customer 342,cus000342@example.com,2023-03-05,Central,False
CUS000343,Customer 343,cus000343@example.com,2021-10-15,West,False
CUS000344,Customer 344,cus000344@example.com,2021-11-17,Central,False
CUS000345,Customer 345,cus000345@example.com,2023-06-30,West,False
CUS000346,Customer 346,cus000346@example.com,2023-08-15,North,True
CUS000347,Customer 347,cus000347@example.com,2021-04-16,East,False
CUS000348,Customer 348,cus000348@example.com,2023-01-17,West,True
CUS000349,Customer 349,cus000349@example.com,2023-05-25,East,True
CUS000350,Customer 350,cus000350@example.com,2021-12-08,West,False
CUS000351,Customer 351,not-an-email,2023-04-02,East,False
CUS000352,Customer 352,cus000352@example.com,2022-09-17,North,True
CUS000353,Customer 353,cus000353@example.com,2023-05-05,Central,True
CUS000354,Customer 354,cus000354@example.com,2023-05-12,West,True
CUS000355,Customer 355,cus000355@example.com,2023-02-21,East,True
CUS000356,Customer 356,cus000356@example.com,2021-04-30,West,True
CUS000357,Customer 357,cus000357@example.com,2022-05-25,Central,False
CUS000358,Customer 358,cus000358@example.com,2024-04-04,Central,False
CUS000359,Customer 359,cus000359@example.com,2023-10-17,North,True
CUS000360,Customer 360,,2024-03-10,Central,False
CUS000361,Customer 361,cus000361@example.com,2021-12-27,Central,True
CUS000362,Customer 362,not-an-email,2023-10-08,North,True
CUS000363,Customer 363,cus000363@example.com,2021-10-24,Central,False
CUS000364,Customer 364,cus000364@example.com,2023-11-24,South,True
CUS000365,Customer 365,cus000365@example.com,2021-11-10,East,False
CUS000366,Customer 366,cus000366@example.com,2023-06-19,East,False
CUS000367,Customer 367,cus000367@example.com,2022-03-07,South,True
CUS000368,Customer 368,cus000368@example.com,2023-06-20,West,True
CUS000369,Customer 369,cus000369@example.com,2023-02-02,South,False
CUS000370,Customer 370,cus000370@example.com,2023-03-19,West,True
CUS000371,Customer 371,cus000371@example.com,2021-05-10,Central,True
CUS000372,Customer 372,cus000372@example.com,2021-05-30,South,False
CUS000373,Customer 373,cus000373@example.com,2021-11-18,South,False
CUS000374,Customer 374,cus000374@example.com,2022-01-22,North,True
CUS000375,Customer 375,cus000375@example.com,2023-09-29,North,False
CUS000376,Customer 376,cus000376@example.com,2021-09-18,Central,False
CUS000377,Customer 377,cus000377@example.com,2023-10-03,East,True
CUS000378,Customer 378,cus000378@example.com,2023-10-13,Central,True
CUS000379,Customer 379,cus000379@example.com,2023-04-08,South,False
CUS000380,Customer 380,cus000380@example.com,2021-03-12,West,False
CUS000381,Customer 381,cus000381@example.com,2021-05-25,North,False
CUS000382,Customer 382,cus000382@example.com,2022-08-11,West,True
CUS000383,Customer 383,cus000383@example.com,2023-01-09,Central,False
CUS000384,Customer 384,cus000384@example.com,2021-04-05,North,False
CUS000385,Customer 385,cus000385@example.com,2022-10-25,North,False
CUS000386,Customer 386,cus000386@example.com,2021-08-17,South,True
CUS000387,Customer 387,cus000387@example.com,2023-05-28,North,False
CUS000388,Customer 388,cus000388@example.com,2022-02-10,West,True
CUS000389,Customer 389,cus000389@example.com,2023-05-13,North,True
CUS000390,Customer 390,cus000390@example.com,2022-11-22,East,False
CUS000391,Customer 391,cus000391@example.com,2021-07-28,East,False
CUS000392,Customer 392,cus000392@example.com,2021-10-02,North,True
CUS000393,Customer 393,cus000393@example.com,2024-03-16,North,True
CUS000394,Customer 394,cus000394@example.com,2024-02-01,Central,True
CUS000395,Customer 395,cus000395@example.com,2022-05-27,North,False
CUS000396,Customer 396,cus000396@example.com,2022-04-17,South,False
CUS000397,Customer 397,cus000397@example.com,2024-03-05,East,True
CUS000398,Customer 398,cus000398@example.com,2022-08-14,South,False
CUS000399,Customer 399,cus000399@example.com,2023-11-08,North,False
CUS000400,Customer 400,cus000400@example.com,2023-10-24,North,False
CUS000401,Customer 401,cus000401@example.com,2022-12-26,West,True
CUS000402,Customer 402,cus000402@example.com,2022-07-12,East,False
CUS000403,Customer 403,cus000403@example.com,2023-05-14,South,False
CUS000404,Customer 404,cus000404@example.com,2021-06-16,South,False
CUS000405,Customer 405,cus000405@example.com,2023-04-21,Central,False
CUS000406,Customer 406,cus000406@example.com,2024-01-13,North,False
CUS000407,Customer 407,cus000407@example.com,2023-08-13,Central,True
CUS000408,Customer 408,cus000408@example.com,2021-02-27,West,False
CUS000409,Customer 409,cus000409@example.com,2022-02-03,Central,False
CUS000410,Customer 410,cus000410@example.com,2021-01-23,East,False
CUS000411,Customer 411,cus000411@example.com,2021-05-19,South,False
CUS000412,Customer 412,cus000412@example.com,2023-05-23,Central,False
CUS000413,Customer 413,cus000413@example.com,2022-07-08,South,False
CUS000414,Customer 414,cus000414@example.com,2021-08-15,Central,True
CUS000415,Customer 415,cus000415@example.com,2022-12-18,West,False
CUS000416,Customer 416,cus000416@example.com,2021-10-25,East,False
CUS000417,Customer 417,cus000417@example.com,2021-10-28,North,True
CUS000418,Customer 418,cus000418@example.com,2022-11-22,South,False
CUS000419,Customer 419,cus000419@example.com,2021-11-18,East,False
CUS000420,Customer 420,cus000420@example.com,2023-06-29,Central,True
CUS000421,Customer 421,cus000421@example.com,2023-11-17,West,False
CUS000422,Customer 422,cus000422@example.com,2023-04-05,North,False
CUS000423,Customer 423,cus000423@example.com,2022-12-08,East,False
CUS000424,Customer 424,cus000424@example.com,2023-02-02,East,False
CUS000425,Customer 425,cus000425@example.com,2023-04-22,West,True
CUS000426,Customer 426,cus000426@example.com,2023-10-26,East,True
CUS000427,Customer 427,cus000427@example.com,2022-06-20,East,False
CUS000428,Customer 428,cus000428@example.com,2023-12-03,South,False
CUS000429,Customer 429,cus000429@example.com,2022-02-14,South,True
CUS000430,Customer 430,cus000430@example.com,2021-12-16,South,True
CUS000431,Customer 431,cus000431@example.com,2022-11-29,North,False
CUS000432,Customer 432,cus000432@example.com,2023-10-04,West,False
CUS000433,Customer 433,cus000433@example.com,2021-06-28,North,True
CUS000434,Customer 434,cus000434@example.com,2024-04-07,Central,True
CUS000435,Customer 435,cus000435@example.com,2023-12-24,South,True
